track_id,release_id,work_id,version_id,artist_id,artist_name,song_name,album_name,track_position,row_type,release_date,release_category,edition_type,version_type,source_release_id,duration_seconds,spotify_url,youtube_url
trk_2fdf69bf9528,rel_24b0c5d7dbaf,wrk_f98259dadd81,ver_79d99df914b6,art_bdb2d1b4d62a,George Clinton and the P-Funk All Stars,Sunshine Of Your Love,Go Fer Yer Funk,9/10,track,1992-09,original,standard,same_master,,338,https://open.spotify.com/track/0wyEkxk51L0mrwYgc0w11X,
trk_75b9732f9948,rel_24b0c5d7dbaf,wrk_498d389292b7,ver_df6fd13f0a79,art_bdb2d1b4d62a,George Clinton and the P-Funk All Stars,"Storytime With George ""The Archeological Dig"" (Interview)",Go Fer Yer Funk,10/10,track,1992-09,original,standard,same_master,,,https://open.spotify.com/track/3UfYcFBClGQ7RdDd1LyZcr,
trk_e789d75fc1c9,rel_66b8c3dfc7ba,wrk_022035d5306d,ver_351e42f7b4be,art_da26fc6c7a37,Trey Lewd,Drop The Line,Drop The Line,,album,1992-09-15,original,standard,same_master,,,https://open.spotify.com/album/04W1vWm9oOxJDCHVbLPQqg,
trk_b456a73df82a,rel_66b8c3dfc7ba,wrk_57719ab89c9f,ver_afde5a61c112,art_da26fc6c7a37,Trey Lewd,I'll Be Good To You,Drop The Line,1/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/72EyhlsARQSbGe7Hq4uU4n,
trk_4537cbbd0ffe,rel_66b8c3dfc7ba,wrk_6c64862260c0,ver_b86a4c4b90d8,art_da26fc6c7a37,Trey Lewd,Hoodlums Who Ride,Drop The Line,2/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/1L0zmi34IbRgbtMlHZW26i,
trk_d9cc9462fdd4,rel_66b8c3dfc7ba,wrk_f5b13537f29e,ver_02cb8d55e237,art_da26fc6c7a37,Trey Lewd,Duck And Cover (Nuclear Butt Bomb Booty Bang Bang),Drop The Line,3/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/5H6lUjpisq9a3tmrrc3AXc,
trk_a961889ddf50,rel_66b8c3dfc7ba,wrk_5266e2b270b6,ver_6bb3abc1cb5d,art_da26fc6c7a37,Trey Lewd,Yank My Doodle,Drop The Line,4/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/4ZUtBgS6QMEZpVgAgTWhuY,
trk_dd93a5f072ee,rel_66b8c3dfc7ba,wrk_086f4d5775ed,ver_5faff7e08e16,art_da26fc6c7a37,Trey Lewd,Rooster,Drop The Line,5/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/2mzZxYHnvoWX83ugoS893m,
trk_69b1c888e42d,rel_66b8c3dfc7ba,wrk_4c5cba8c5bed,ver_d57ab86ea0c9,art_da26fc6c7a37,Trey Lewd,Nothing Comes To A Sleeper But A Dream,Drop The Line,6/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/1GAx23SA89FT8Nb7HorU8P,
trk_9d2da0ea7449,rel_66b8c3dfc7ba,wrk_1b0e4a7df23e,ver_236349532e2e,art_da26fc6c7a37,Trey Lewd,Wipe Of The Week,Drop The Line,7/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/1yEPiyJ8eOpnveLNgdltQU,
trk_aa7e0104609f,rel_66b8c3dfc7ba,wrk_022035d5306d,ver_351e42f7b4be,art_da26fc6c7a37,Trey Lewd,Drop The Line,Drop The Line,8/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/3T8AyKZWSMy39EOeCqL6NM,
trk_b058a866532d,rel_66b8c3dfc7ba,wrk_70dd32de2b21,ver_2f3eb5577123,art_da26fc6c7a37,Trey Lewd,Man Of All Seasons,Drop The Line,9/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/17oGaTeHIyqNaBhY7JH3OQ,
trk_b0a166753410,rel_66b8c3dfc7ba,wrk_e3957a23d1eb,ver_a0b40a227c60,art_da26fc6c7a37,Trey Lewd,The Next Thing You Know (We'll Be),Drop The Line,10/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/0B5jpdOJZSKXOk5SPX2O8u,
trk_18f739851ff7,rel_66b8c3dfc7ba,wrk_c4d9b5331ceb,ver_189d40772380,art_da26fc6c7a37,Trey Lewd,Squeeze Toy,Drop The Line,11/11,track,1992-09-15,original,standard,same_master,,,https://open.spotify.com/track/0U3FM9HjV8brZCqoNJ5KyT,
trk_63563bf92cf2,rel_3025c5b39d89,wrk_f06d05896c78,ver_3f2a11effdb8,art_5ab323a32e0f,Praxis,Transmutation (Mutatis Mutandis),Transmutation (Mutatis Mutandis),,album,1992-09-29,original,standard,same_master,,,https://open.spotify.com/album/3GHUBU257xSIUABrcYNMol,
trk_3de842e2d364,rel_3025c5b39d89,wrk_60dcfc66419b,ver_7e80c83ee8d3,art_5ab323a32e0f,Praxis,Blast/War Machine Dub,Transmutation (Mutatis Mutandis),1/9,track,1992-09-29,original,standard,remix_or_edit,,,https://open.spotify.com/track/24oZ2txF0eXNpez6kwQZYw,
trk_c7c19c8cdcf6,rel_3025c5b39d89,wrk_5c4c61bfb5e6,ver_9cdb165a00b2,art_5ab323a32e0f,Praxis,Interface/Stimulation Loop,Transmutation (Mutatis Mutandis),2/9,track,1992-09-29,original,standard,same_master,,,https://open.spotify.com/track/076kVTwnyYKKJQf4lQaJnQ,
trk_2957d0d1fd4d,rel_3025c5b39d89,wrk_3e2e22a65f74,ver_a175df800494,art_5ab323a32e0f,Praxis,Crash Victim/Black Science Navigator,Transmutation (Mutatis Mutandis),3/9,track,1992-09-29,original,standard,same_master,,,https://open.spotify.com/track/0uYbee4BU2GoMoARuYG3CX,
trk_7c3a74a97d58,rel_3025c5b39d89,wrk_34ae33934c6c,ver_007182ad9fb8,art_5ab323a32e0f,Praxis,Animal Behavior,Transmutation (Mutatis Mutandis),4/9,track,1992-09-29,original,standard,same_master,,,https://open.spotify.com/track/21G7CG9g91v29k2AfuFpXN,
trk_6a109bcbea6c,rel_3025c5b39d89,wrk_4269a8aa6f85,ver_56c932e470d2,art_5ab323a32e0f,Praxis,Dead Man Walking,Transmutation (Mutatis Mutandis),5/9,track,1992-09-29,original,standard,same_master,,,https://open.spotify.com/track/0o0sV5nF12LQ4CKwDJu6ir,
trk_55e04357fb53,rel_3025c5b39d89,wrk_6936e929ae01,ver_f7c6b2137272,art_5ab323a32e0f,Praxis,Seven Laws of Woo,Transmutation (Mutatis Mutandis),6/9,track,1992-09-29,original,standard,same_master,,,https://open.spotify.com/track/2hIzsGLnxMsZST1uyJxNV2,
trk_bace9f8af4cc,rel_3025c5b39d89,wrk_4387941c2463,ver_1b6944badc27,art_5ab323a32e0f,Praxis,The Interworld and the New Innocence,Transmutation (Mutatis Mutandis),7/9,track,1992-09-29,original,standard,same_master,,,https://open.spotify.com/track/08vF7yITIy12kiG0XXPDvF,
trk_1cf3ef5b3ed6,rel_3025c5b39d89,wrk_66b8c11ae8ee,ver_dea274d5f958,art_5ab323a32e0f,Praxis,Giant Robot/Machines in the Modern City/Godzilla,Transmutation (Mutatis Mutandis),8/9,track,1992-09-29,original,standard,same_master,,,https://open.spotify.com/track/6WBM4YmqcNCnSahG8Qafdo,
trk_a4baac250d49,rel_3025c5b39d89,wrk_8f548dd9179e,ver_7a43bacb27b4,art_5ab323a32e0f,Praxis,After Shock (Chaos Never Died),Transmutation (Mutatis Mutandis),9/9,track,1992-09-29,original,standard,same_master,,,https://open.spotify.com/track/6fADTcE2qQvDw11eo8Ltve,
trk_608eacfb6a64,rel_6ce354070881,wrk_e546c8fd5305,ver_191286661d86,art_608cb271bb7f,Hardware,Third Eye Open,Third Eye Open,,album,1992,original,standard,same_master,,,https://open.spotify.com/album/5eBXn3FkR3ioPX9aW3wnk5,
trk_274bca63bb84,rel_6ce354070881,wrk_f80840bc48d4,ver_9e7d039a4546,art_608cb271bb7f,Hardware,Got A Feelin',Third Eye Open,1/10,track,1992,original,standard,same_master,,,https://open.spotify.com/track/1lJ2W6rvVnidbeQjcGLFFR,
trk_9281dfa69ef7,rel_6ce354070881,wrk_e2fca7d84545,ver_64874d1d727d,art_608cb271bb7f,Hardware,Waiting On You,Third Eye Open,2/10,track,1992,original,standard,same_master,,,https://open.spotify.com/track/2wwegLJemp4zEw5fWOaO4q,
trk_ef64d9393407,rel_6ce354070881,wrk_d03685725014,ver_3b3bca385868,art_608cb271bb7f,Hardware,What's Goin' Down,Third Eye Open,3/10,track,1992,original,standard,same_master,,,https://open.spotify.com/track/5r3xStKv6lVtKVdIV1bmEK,
trk_0b70d0961745,rel_6ce354070881,wrk_96bb6388fd54,ver_f6f30154a153,art_608cb271bb7f,Hardware,Love Obsession (When The Eagle Flies),Third Eye Open,4/10,track,1992,original,standard,same_master,,,https://open.spotify.com/track/4CDki2wGhyXJguwCVA9TvP,
trk_c771ab1ed68e,rel_6ce354070881,wrk_2a71ae8d0f2a,ver_ed9ddf03c9ec,art_608cb271bb7f,Hardware,Hard Look,Third Eye Open,5/10,track,1992,original,standard,same_master,,,https://open.spotify.com/track/4bHzC4ayrYyCXlxFL2Tn6q,
trk_f8010cf1698d,rel_6ce354070881,wrk_d1b21c297029,ver_b1a3046272d2,art_608cb271bb7f,Hardware,Shake It,Third Eye Open,6/10,track,1992,original,standard,same_master,,,https://open.spotify.com/track/2Jvg7m0G0nKhnAtb5sLFOX,
trk_1098898d9882,rel_6ce354070881,wrk_dcc78467f939,ver_ecb065de9724,art_608cb271bb7f,Hardware,The Walls Came Down,Third Eye Open,7/10,track,1992,original,standard,same_master,,,https://open.spotify.com/track/5V5qOFy1PqHo9E1iVO6i40,
trk_41282ce1c55a,rel_6ce354070881,wrk_8d2cd0c964d5,ver_b2c314bf518a,art_608cb271bb7f,Hardware,500 Years,Third Eye Open,8/10,track,1992,original,standard,same_master,,,https://open.spotify.com/track/0K6yGcXmeAL5M0PTKFjqOB,
trk_7573078c013f,rel_6ce354070881,wrk_809038f5c94d,ver_4dfb1b262fca,art_608cb271bb7f,Hardware,Tell Me,Third Eye Open,9/10,track,1992,original,standard,same_master,,,https://open.spotify.com/track/1ziBv1l30cACiEBlR8Th2L,
trk_d9cc9bf532ee,rel_6ce354070881,wrk_ada7eab72830,ver_10029eb4babb,art_608cb271bb7f,Hardware,Leakin',Third Eye Open,10/10,track,1992,original,standard,same_master,,,https://open.spotify.com/track/04QvD7t4BvAbg9RIcuvoE1,
trk_206e4cdac604,rel_986a869c0b97,wrk_af2cade365e3,ver_566c57cc7c13,art_d2906652eb5d,Funkadelic,Music For Your Mother,Music For Your Mother,,album,1992,compilation,standard,same_master,,,,
trk_d12f2a570cd8,rel_0ff7b55436bf,wrk_91edc7640af7,ver_71e2f3485e51,art_5280ada8b58d,George Clinton,Sample Some Of Disc Sample Some Of Dat Volume 1,Sample Some Of Disc Sample Some Of Dat Volume 1,,album,1993-01,original,standard,same_master,,,,
trk_777aa993f757,rel_2308350dbe01,wrk_b3982a599a4a,ver_659403bf7e80,art_5280ada8b58d,George Clinton,Bubble Gum Gangster,Bubble Gum Gangster,,album,1993-05-28,original,standard,same_master,,,,
trk_0d9b4b116d01,rel_a0087ed8c4ed,wrk_0695a999277f,ver_bc0e8bf913b8,art_5d1f8437f0a1,The Goombas featuring George Clinton,Walk the Dinosaur,Walk the Dinosaur,,album,1993-05-28,original,standard,same_master,,,,
trk_663f8c94a914,rel_1cdbac0759db,wrk_f177258c97da,ver_f4aad83f6c6a,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),Out of the Dark,Out of the Dark,,album,1993-06-28,original,standard,same_master,,,,
trk_7d7c1f7a4eb3,rel_1cdbac0759db,wrk_71f1b80efc5b,ver_c1c44219b090,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),"Yeah, Yeah, Yeah",Out of the Dark,1/9,track,1993-06-28,original,standard,same_master,,186,,
trk_6436383a5560,rel_1cdbac0759db,wrk_60606ecad01b,ver_89015c9cfb27,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),Funk Is In The House,Out of the Dark,2/9,track,1993-06-28,original,standard,same_master,,264,,
trk_13a146148fea,rel_1cdbac0759db,wrk_4b035fafbde0,ver_161c9af7a8e8,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),Funkadelic Groupie,Out of the Dark,3/9,track,1993-06-28,original,standard,same_master,,3614,,
trk_beba38a9152a,rel_1cdbac0759db,wrk_7897401ada77,ver_ea0ca889ea9c,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),Music For My Brother,Out of the Dark,4/9,track,1993-06-28,original,standard,same_master,,337,,
trk_bc6e6b265985,rel_1cdbac0759db,wrk_5ea04dbafb3a,ver_672ed4e644fc,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),I've Been Alone,Out of the Dark,5/9,track,1993-06-28,original,standard,same_master,,232,,
trk_d76e5f9a906a,rel_1cdbac0759db,wrk_cae6dd8278d4,ver_94b8c72b6abe,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),I Wanna Know,Out of the Dark,6/9,track,1993-06-28,original,standard,same_master,,220,,
trk_6a8b649667be,rel_1cdbac0759db,wrk_be739649d15c,ver_07979a56af81,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),Don't Take Your Love Away From Me,Out of the Dark,7/9,track,1993-06-28,original,standard,same_master,,338,,
trk_d6e6985f8e81,rel_0924ea536a4f,wrk_f177258c97da,ver_553242747168,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),Out of the Dark,Out of the Dark,8/9,track,1993-06-28,reissue,standard,same_master,,286,,
trk_b79d0a1a43c3,rel_1cdbac0759db,wrk_199b4165c6f0,ver_bc44e1aabbfe,art_068fdddb1d11,O. G. Funk (Billy Bass Nelson),Angie,Out of the Dark,9/9,track,1993-06-28,original,standard,same_master,,272,,
trk_fa3047385e83,rel_351b6911e38c,wrk_a5776ac6e2cb,ver_22d98330b341,art_348ee00c7034,Umar Bin Hassan,Be Bop Or Be Dead,Be Bop Or Be Dead,,album,1993-07-22,original,standard,same_master,,,,
trk_f06bde7373dd,rel_351b6911e38c,wrk_857c6698c94f,ver_f0f231f85248,art_348ee00c7034,Umar Bin Hassan,Niggers Are Scared of Revolution,Be Bop Or Be Dead,1/10,track,1993-07-22,original,standard,same_master,,321,,
trk_f7a7eb26a06c,rel_351b6911e38c,wrk_2fcedc5bf966,ver_94972c182716,art_348ee00c7034,Umar Bin Hassan,Am,Be Bop Or Be Dead,2/10,track,1993-07-22,original,standard,same_master,,194,,
trk_f9b151011fd4,rel_351b6911e38c,wrk_a09566f8824d,ver_9c24f52060c6,art_348ee00c7034,Umar Bin Hassan,Bum Rush,Be Bop Or Be Dead,3/10,track,1993-07-22,original,standard,same_master,,288,https://open.spotify.com/track/158sYFjvRFmKgvYWwkrjGl,
trk_b0e9040c7833,rel_351b6911e38c,wrk_93546913aaa4,ver_abdb8cb35789,art_348ee00c7034,Umar Bin Hassan,This Is Madness,Be Bop Or Be Dead,4/10,track,1993-07-22,original,standard,same_master,,240,,
trk_eca454d2a3d5,rel_351b6911e38c,wrk_93043fa86d4b,ver_7439816ebe06,art_348ee00c7034,Umar Bin Hassan,Malcolm,Be Bop Or Be Dead,5/10,track,1993-07-22,original,standard,same_master,,203,,
trk_d6986f18d298,rel_351b6911e38c,wrk_08771b6e6623,ver_eddfdb1cbb4b,art_348ee00c7034,Umar Bin Hassan,Pop,Be Bop Or Be Dead,6/10,track,1993-07-22,original,standard,same_master,,324,,
trk_075637d0d6c6,rel_351b6911e38c,wrk_d80a664615bc,ver_d42547226ee7,art_348ee00c7034,Umar Bin Hassan,Love,Be Bop Or Be Dead,7/10,track,1993-07-22,original,standard,same_master,,467,https://open.spotify.com/track/6MalGh4OVwouMfEA7AO13d,
trk_65a1e7f7f3fa,rel_351b6911e38c,wrk_2b15ed5be810,ver_baac0eec40be,art_348ee00c7034,Umar Bin Hassan,40 Deuce Street,Be Bop Or Be Dead,8/10,track,1993-07-22,original,standard,same_master,,229,,
trk_477cad69ef0e,rel_351b6911e38c,wrk_54dc8a48614d,ver_6b111b75a440,art_348ee00c7034,Umar Bin Hassan,Personal Things,Be Bop Or Be Dead,9/10,track,1993-07-22,original,standard,same_master,,425,,
trk_c3e49769dfa7,rel_351b6911e38c,wrk_93546913aaa4,ver_771a379ab6d7,art_348ee00c7034,Umar Bin Hassan,This Is Madness (Metal Mix),Be Bop Or Be Dead,10/10,track,1993-07-22,original,standard,remix_or_edit,,153,,
trk_65dedc09b7d5,rel_959c4c8e24e8,wrk_8abed3479dd5,ver_793af99e6253,art_51cce90b6cdf,Various Artists,Dance On The Wild Side,Dance On The Wild Side,,album,1993-08-30,compilation,standard,same_master,,,,
trk_5760b2e07a8a,rel_c1a038967022,wrk_49613dd86218,ver_109d58ae68e2,art_5280ada8b58d,George Clinton,Hey Man Smell My Finger,Hey Man Smell My Finger,,album,1993-10-12,original,standard,same_master,,,,
trk_e372562e5c07,rel_c1a038967022,wrk_945e43785159,ver_7868a1e04c1c,art_5280ada8b58d,George Clinton,Martial Law,Hey Man Smell My Finger,1/14,track,1993-10-12,original,standard,same_master,,287,,
trk_4d7d91a12f41,rel_c1a038967022,wrk_f2f81a237b41,ver_4089373eac94,art_5280ada8b58d,George Clinton,Paint The White House Black,Hey Man Smell My Finger,2/14,track,1993-10-12,original,standard,same_master,,202,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,https://www.youtube.com/watch?v=UNa4RdfFjuI
trk_05311305aefb,rel_c1a038967022,wrk_5245206c78db,ver_d41c3da6a545,art_5280ada8b58d,George Clinton,Way Up,Hey Man Smell My Finger,3/14,track,1993-10-12,original,standard,same_master,,233,,
trk_c7a9e24d450a,rel_c1a038967022,wrk_7be59451f4ce,ver_fc4374b647f0,art_5280ada8b58d,George Clinton,Dis Beat Disrupts,Hey Man Smell My Finger,4/14,track,1993-10-12,original,standard,same_master,,772,,
trk_43b1a6d6d559,rel_c1a038967022,wrk_2aab6eef66ba,ver_b7281a11f7d5,art_5280ada8b58d,George Clinton,Get Satisfied,Hey Man Smell My Finger,5/14,track,1993-10-12,original,standard,same_master,,64,https://open.spotify.com/track/7qoWLGXUyrn7iWTqKZCLHv,
trk_f390aac88841,rel_c1a038967022,wrk_b5ae5718d653,ver_b22abfc074c2,art_5280ada8b58d,George Clinton,Hollywood,Hey Man Smell My Finger,6/14,track,1993-10-12,original,standard,same_master,,233,,
trk_4c3844da0594,rel_c1a038967022,wrk_069dbd60519c,ver_705b7598eee2,art_5280ada8b58d,George Clinton,Rhythm & Rhyme,Hey Man Smell My Finger,7/14,track,1993-10-12,original,standard,same_master,,287,,
trk_cdd7dbbfe5af,rel_c1a038967022,wrk_ab00fba389cf,ver_52013f12d5a8,art_5280ada8b58d,George Clinton,The Big Pump,Hey Man Smell My Finger,8/14,track,1993-10-12,original,standard,same_master,,233,,
trk_d4c41a5fc0ee,rel_c1a038967022,wrk_4e344335fdcc,ver_1d005c70d130,art_5280ada8b58d,George Clinton,If True Love,Hey Man Smell My Finger,9/14,track,1993-10-12,original,standard,same_master,,287,,
trk_52b7cda6842f,rel_c1a038967022,wrk_671ae3ff4b7f,ver_d66bb9a545a2,art_5280ada8b58d,George Clinton,High In My Hello,Hey Man Smell My Finger,10/14,track,1993-10-12,original,standard,same_master,,287,,
trk_38707483b152,rel_c1a038967022,wrk_5c59edc1a907,ver_89b76a26b685,art_5280ada8b58d,George Clinton,Maximumisness,Hey Man Smell My Finger,11/14,track,1993-10-12,original,standard,same_master,,233,,
trk_5c7c3b0562d6,rel_c1a038967022,wrk_a458cfdba7e5,ver_3a42067dfe28,art_5280ada8b58d,George Clinton,Kickback,Hey Man Smell My Finger,12/14,track,1993-10-12,original,standard,same_master,,233,,
trk_e0a93343e5eb,rel_c1a038967022,wrk_7d233b278926,ver_822bcb52a1b2,art_5280ada8b58d,George Clinton,The Flag Was Still There,Hey Man Smell My Finger,13/14,track,1993-10-12,original,standard,same_master,,144,,
trk_c4822160d02b,rel_c1a038967022,wrk_945e43785159,ver_311d4518d78e,art_5280ada8b58d,George Clinton,Martial Law (Single Version),Hey Man Smell My Finger,14/14,track,1993-10-12,original,standard,remix_or_edit,,287,,
trk_d5648ac7b63f,rel_742372ad61e3,wrk_aaf7db02fc2a,ver_06b784682b53,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Greatest Hits Live-1972-1993,Greatest Hits Live-1972-1993,,album,1993,compilation,standard,live_recording,,,,
trk_678682c52ba3,rel_9b7d20a6d007,wrk_7d0be413ee36,ver_edc920f839d4,art_5280ada8b58d,George Clinton,Martial Law (Hey Man Smell My Finger),Hey Man Smell My Finger,,album,1993-12-13,original,standard,same_master,,,,
trk_ad0816d9d250,rel_889657cd43a8,wrk_f2f81a237b41,ver_76ac50fe47f9,art_5280ada8b58d,George Clinton,Paint the White House Black,Hey Man Smell My Finger,,album,1993-12-13,reissue,standard,same_master,,,,https://www.youtube.com/watch?v=UNa4RdfFjuI
trk_bd3f019007ce,rel_f4f51bd95ba4,wrk_871031627950,ver_f9a38040bf28,art_5280ada8b58d,George Clinton,Sample Some Of Disc Sample Some Of Dat Volume 2,Sample Some Of Disc Sample Some Of Dat Volume 2,,album,1993,original,standard,same_master,,,,
trk_ea8c08d1073c,rel_3b497fe4150a,wrk_262db2f5f8a6,ver_5665f4579d7d,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Dope Dog,Dope Dog,,album,1993,original,standard,same_master,,,,
trk_2eb5072a7566,rel_3b497fe4150a,wrk_492bef0c0370,ver_d35b409e8fba,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Dog Star (Fly On),Dope Dog,1/15,track,1993,original,standard,same_master,,341,,
trk_55865c901126,rel_3b497fe4150a,wrk_764e5446f169,ver_bcfb869ed1df,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,U.S. Custom Coast Guard Dope Dog,Dope Dog,2/15,track,1993,original,standard,same_master,,294,https://open.spotify.com/track/6PK9ooEETSswtHXrOtn7VL,
trk_00a0c1464f4a,rel_3b497fe4150a,wrk_582a99cf49dd,ver_a90e7b54e5f2,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Some Next Shit,Dope Dog,3/15,track,1993,original,standard,same_master,,341,,
trk_6d84e3df44df,rel_3b497fe4150a,wrk_afc7f60bc75e,ver_b4069279a0bd,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Follow the Leader,Dope Dog,4/15,track,1993,original,standard,same_master,,348,,
trk_9a0cee104c92,rel_3b497fe4150a,wrk_e3e2b58636d4,ver_4c514c142605,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Just Say Ding (Databoy),Dope Dog,5/15,track,1993,original,standard,same_master,,348,,
trk_b5ec2189f5d8,rel_3b497fe4150a,wrk_913af5c686b3,ver_230ae3adbee8,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,"Help Scottie, Help (I'm Tweaking and I Can't Beam Up)",Dope Dog,6/15,track,1993,original,standard,same_master,,341,,
trk_2f0963132bbf,rel_3b497fe4150a,wrk_4e32791a14de,ver_31b1bd20bebb,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Pack of Wild Dogs,Dope Dog,7/15,track,1993,original,standard,same_master,,341,,
trk_630c02d1184b,rel_3b497fe4150a,wrk_345070c037f1,ver_103ef4fa34d7,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Fifi,Dope Dog,8/15,track,1993,original,standard,same_master,,341,,
trk_74d0a5727cad,rel_3b497fe4150a,wrk_21159b963d73,ver_12379e58c8c7,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,All Sons of Bitches,Dope Dog,9/15,track,1993,original,standard,same_master,,284,https://open.spotify.com/track/2PBTUAk1eOAodmkIeb59xT,
trk_c0ce42f4a098,rel_3b497fe4150a,wrk_eeb1db884334,ver_e62cd4cd044d,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Dopey Dope Dog,Dope Dog,10/15,track,1993,original,standard,same_master,,341,,
trk_71a50beca1b2,rel_3b497fe4150a,wrk_bfca2fddb451,ver_f71dc2d9bc2b,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Sick 'Em,Dope Dog,11/15,track,1993,original,standard,same_master,,348,,
trk_6e75c857d365,rel_3b497fe4150a,wrk_07c727ff691c,ver_5de0ba701ff9,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Kibbles and Bits,Dope Dog,12/15,track,1993,original,standard,same_master,,348,,
trk_d55cd688f642,rel_3b497fe4150a,wrk_eb7062e99f6b,ver_607695d58dc3,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,I Ain't the Lady (He Ain't the Tramp),Dope Dog,13/15,track,1993,original,standard,same_master,,348,,
trk_bad88973321a,rel_3b497fe4150a,wrk_8d02f37990a9,ver_3bf737aab9de,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,"Tales That Wag the Dog Part 1 (Nigga, Pleeeeeze!)",Dope Dog,14/15,track,1993,original,standard,same_master,,353,https://open.spotify.com/track/422ZH8Jc8newQq9uckhQps,
trk_4a54366fdcfa,rel_3b497fe4150a,wrk_1dfbab1e97e0,ver_6d895f2b9d8b,art_9055f971b0b4,Parliament Funkadelic P Funk Allstars,Tales That Wag the Dog Part 2 (Is That Your Bark or Your Bite?),Dope Dog,15/15,track,1993,original,standard,same_master,,348,,
trk_1bd9bd5bce9c,rel_a5ad6fd2968b,wrk_df86a94a0a2e,ver_a84fa61f2734,art_a6288c3d74f9,Bernie Worrell,Blacktronic Science,Blacktronic Science,,album,1993,original,standard,same_master,,,https://open.spotify.com/album/5sIDNEaqSGqdt9Y43xzBCp,
trk_4144dbfba2f9,rel_a5ad6fd2968b,wrk_4e84439f7f43,ver_73bf5f27b386,art_a6288c3d74f9,Bernie Worrell,Disappearance,Blacktronic Science,1/9,track,1993,original,standard,same_master,,,https://open.spotify.com/track/5PqFrxfhXyJEY1gsjBVDNs,https://www.youtube.com/playlist?list=OLAK5uy_kGiWogbgYxe-S27h6MP6pql1O_Zbzm4W4
trk_a8ac6b56d573,rel_a5ad6fd2968b,wrk_3de3c248d2cc,ver_6378d13fc57b,art_a6288c3d74f9,Bernie Worrell,X-Factor,Blacktronic Science,2/9,track,1993,original,standard,same_master,,,https://open.spotify.com/track/4rVUFu4nkS5yetZ8GEK4Oa,https://www.youtube.com/playlist?list=OLAK5uy_kGiWogbgYxe-S27h6MP6pql1O_Zbzm4W4
trk_0e97a19dcdea,rel_a5ad6fd2968b,wrk_56a6e68bdfc8,ver_092bcb37970c,art_a6288c3d74f9,Bernie Worrell,Won't Go Away,Blacktronic Science,3/9,track,1993,original,standard,same_master,,,https://open.spotify.com/track/1u0mtNsGSu5YtLhnVJaCQb,https://www.youtube.com/playlist?list=OLAK5uy_kGiWogbgYxe-S27h6MP6pql1O_Zbzm4W4
trk_9931ab1fadd9,rel_a5ad6fd2968b,wrk_7b81c9ed0e54,ver_609a89298112,art_a6288c3d74f9,Bernie Worrell,The Vision,Blacktronic Science,4/9,track,1993,original,standard,same_master,,,https://open.spotify.com/track/5RnSRBBPl4kCelJveiRcoN,https://www.youtube.com/playlist?list=OLAK5uy_kGiWogbgYxe-S27h6MP6pql1O_Zbzm4W4
trk_21deee772453,rel_a5ad6fd2968b,wrk_af474118eb2f,ver_ab7028947e20,art_a6288c3d74f9,Bernie Worrell,Dissinfordollars,Blacktronic Science,5/9,track,1993,original,standard,same_master,,,https://open.spotify.com/track/6nY9CwQsuUXkHRt3hy70jX,https://www.youtube.com/playlist?list=OLAK5uy_kGiWogbgYxe-S27h6MP6pql1O_Zbzm4W4
